doi;author;title;year;abstract;journal
10.1075/lic.21005.zay;Katharina Zaychenko;Grammatical and cognitive factors shaping the conceptualization of motion events: A cross-linguistic investigation of language production and memory performance;2021;Motion event construal gives insight into the nature of the linguistic and conceptual representations underlying the encoding of events. Studies show that event descriptions differ cross-linguistically due to, amongst other factors, the absence or presence of grammatical aspect. While speakers of aspect languages generally focus on the process, speakers of non-aspect languages tend to perceive the event holistically and focus on endpoints. This investigation examines visual endpoint salience as a further factor that shapes event encoding. Thus, in this model, grammatical aspect is seen as a part of a more complex system of factors that determine event construal. The analyses, which cover German speakers, English speakers, and German-speaking learners of English, involve linguistic production data and results from memory performance tests. The findings show that the focus on endpoints increases for salient stimuli. While German speakers and learners of English show a tendency to focus on endpoints, a clear preference for focusing on the process can be observed in English speakers. Verbalizing endpoints correlates with the ability to remember them in a memorization task. The implications of these outcomes are discussed in the context of two factors which shape event encoding: grammatical aspect and endpoint salience.;LANGUAGES IN CONTRAST
10.1075/lic.21003.cat;Nicholas Catasso;Michalis Georgiafentis, Giannoula Giannoulopoulou, Maria Koloipoulou & Angeliki Tsokoglou (eds).  Contrastive Studies in Morphology and Syntax London:  Bloomsbury,  2020. xx, 288?pp.  [Bloomsbury Studies in Theoretical Linguistics].    ISBN 978-1-350-07918-2;2021;;LANGUAGES IN CONTRAST
10.1075/lic.19025.joh;Stine Hulleberg Johansen;“I guess anyone would do that wouldn’t they?”: How do native speakers of Norwegian and English hedge in informal conversations?;2020;Hedging is a complex phenomenon with an indefinite number of potential realisations. The complexity and versatility of hedging strategies make them particularly interesting to study across languages. This contrastive study compares the realisations of the pragmatic function of hedging in everyday Norwegian and English conversations using data from four corpora of Norwegian and English informal spoken conversations (the Norwegian Speech Corpus, the Nordic Dialect Corpus, the BigBrother corpus, and the BNC2014). The results show that speakers of both languages mainly use pragmatic particles, adverbs, and first-/second-person pronouns + cognitive verbs [1/2 pers. + Cog. V] to express hedging. Furthermore, English speakers use significantly more [1/2 pers. + Cog. V] and modal verbs than Norwegian speakers, who use significantly more adjectives, prepositional phrases and clauses to hedge their utterances.;LANGUAGES IN CONTRAST
10.1075/lic.19017.mor;"Laura Mori; Benedikt Szmrecsanyi";Mapping Eurolects: An aggregate perspective on similarities between legislative varieties;2020;Based on the description of EU legislative varieties covering EU directives and their national laws of implementation in 11 languages, we are interested in the extent to which Eurolects are similar to each other, above and beyond trivial genealogical similarities. We thus utilise a variation-oriented aggregative analysis technique to address these questions: (a) What is the precise extent to which Eurolects are similar to each other? (b) Are similarities predicted by extra-linguistic affinities? (c) Do factors such as EU accession dates and language policy play a role in shaping the Eurolect clusters? Our methodology starts out from a meticulously catalogued list of corpus-based and corpus-driven lexical and grammatical features. Through the observed presence or absence of these features, we calculate in a second step the aggregate linguistic distances between all of the Eurolects. Finally, in step three, we use a well-established technique, Multidimensional Scaling, to visualize and interpret the Eurolect landscape.;LANGUAGES IN CONTRAST
10.1075/lic.19018.mil;"Ji?? Mili?ka; V?clav Cvr?ek; Lucie Luke?ov?";Modelling crosslinguistic n?gram correspondence in typologically different languages;2021;"N?gram analysis (popularized e.g. by Biber et al., 1999) has become a popular method for the identification of recurrent language patterns. Although the extraction of n?grams from a corpus may seem straightforward, it proves to be very challenging when applied cross-linguistically (cf. e.g. Ebeling and Ebeling, 2013; Granger and Lefer, 2013; ?erm?kov? and Chlumsk?, 2017). The major issue is that the quantities of n?grams of a certain length in typologically different languages do not correspond. Consequently, n?grams of a given length may function differently across languages, rendering a direct comparison inadequate. Our paper introduces a function capable of modelling the relation between the quantities of n?grams in typologically distant languages, using the example of Czech and English (and some other language pairs). Based on our model, we can suggest what n?gram lengths should be contrasted to better reflect the size of n?gram inventories in each language. The correspondence may not be intuitive (e.g. a Czech 2-gram may best correspond to an English 2.5-gram), but it still provides researchers with a general guide as to what might be useful to include in their analysis (e.g. in this case 2-grams in Czech and 2- and 3-grams in English).";LANGUAGES IN CONTRAST
10.1075/lic.19023.rob;Sergio Robles-Puente;Vocative melodies in Spanish and English: A cross-linguistic analysis;2021;This study aims to describe the melodic contours used in Spanish and English calling vocatives in order to identify cross-linguistic similarities and differences. Additionally, it also explores how the sociopragmatic factor of formality may condition contour choices in both languages. 18 speakers of Spanish and 18 speakers of English produced a total of 432 one-word vocatives in formal and informal situations. The analyses of the F0 contours revealed that, although Spanish and English share multiple melodies in this speech act (e.g. L+H* L%, L* H% and L+H* !H%), some tones are language-specific (e.g. L+H* HL% for Spanish). In addition, a General Linear Mixed Model confirmed that these contours are not equally attested in all contexts and that the formality of the situation can condition their use.;LANGUAGES IN CONTRAST
10.1075/lic.20003.san;Jos? A. S?nchez Fajardo;On nonce echo constructions expressing disapproval and annoyance: A contrastive analysis of colloquial phrases in English and Spanish;2021;"The aim of this paper is to explore and contrast the morphosyntactic and semantic features of two equivalent nonce echo constructions (NECs) expressing disapproval and annoyance (i.e. don’t (you) X me and ni X ni Y) in colloquial English and Spanish. A NEC is defined as a reactive clause containing duplicated words of the initiative, showing the property of nonceness, and having a communicative goal. Two types of NECs are found in both languages: an attitudinal echo construction and a referential one, the former being more idiomatic than the latter. Based on the premise that texts are necessarily dialogic, two sets of examples are obtained from English corpora (The Movie Corpus, The TV Corpus, and the Corpus of American Soap Operas); and from two Spanish corpora and a dataset (CREA, CORPES XXI, and the Dataset of Spanish Dialogic Texts Online). Findings suggest that both languages show negative and restricted syntactic templates. Variables are coinages that originate from the processes of conversion in English (e.g. don’t you John me) and gender polarity in Spanish (e.g. ni luna ni *luno). Hence, although both types of variables are morphologically novel and contextually meaningful, Spanish variables are generally ungrammatical and unlikely to exist outside the discursive frame under study.";LANGUAGES IN CONTRAST
10.1075/lic.20002.poi;"Rafa?l Poiret; Simon Mille; Haitao Liu";Paraphrase and parallel treebank for the comparison of French and Chinese syntax;2021;This paper proposes to study the contrastive syntax of French and Chinese through the lens of syntactic mismatches, and by making use of parallel treebanks. A syntactic mismatch is the non-similarity between the syntactic structures of one linguistic unit and its translation. Syntactic mismatches are formalized using the notion of paraphrase from the Meaning-Text Theory, which allows for capturing mismatches at different levels of the linguistic description (e.g. Semantic, Deep-Syntactic, and Surface-Syntactic). In this paper, we report in details on the types of paraphrases found in the seed corpus used, demonstrating that the Deep-Syntactic paraphrases constitute the best starting point for our study. Then, we show how, starting from the seed corpus, we semi-automatically constructed a multi-layer parallel treebank with the alignment and annotation of paraphrases.;LANGUAGES IN CONTRAST
10.1075/lic.18001.gra;Lamar A. Graham;On clitic placement and gradience of strength of FP in Western Ibero-Romance;2020;Old (Medieval and Classical) Spanish permitted finite enclisis and as such is classified as a strong-F language, as are many archaic varieties of Romance languages. Notable about Old Spanish is that, prior to the 1500s, interpolation arrangements were acceptable and rather common, as is still the case of Galician and some dialects of Portuguese. However, from the 1500s onward, interpolation in Old Spanish was no longer productive, much like modern Asturian. This is evidence that the “strong-weak” dichotomy of FP is insufficient to explain the situation of the languages. I argue that the strength of FP should be described as not only “weak” or “strong,” but instead on a gradient scale to distinguish languages that permit a range of possible clitic arrangements.;LANGUAGES IN CONTRAST
10.1075/lic.19001.bak;Olja Baker;Parliamentary directives in New Zealand and Bosnia and Herzegovina: A contrastive study;2020;The main aim of the present paper is to compare the realization patterns of directive speech acts produced by the Speaker of the House of Representatives of New Zealand and the Speaker of the House of Representatives of Bosnia and Herzegovina. The paper focuses on head acts only, disregarding modification. Head acts are analyzed and compared in terms of their explicitness and implicitness, as defined in the framework proposed by Vine (2004a, 2004b). Overall results show that explicit head acts were dominant in both data sets. Furthermore, significant differences were noticed in terms of the findings for certain sub-forms of the explicit head acts, such as the imperative form, which is more frequent in parliamentary directives in Serbian, as are performative verbs. Modal verbs were typical of the parliamentary directives in English. The results are discussed in the context of the findings of previous relevant studies.;LANGUAGES IN CONTRAST
10.1075/lic.19010.cri;"Ludivine Crible; S?lvia Gabarr?-L?pez";Coherence relations across speech  and sign language: A comparable corpus study of additive connectives;2020;This paper provides the first contrastive analysis of a coherence relation (viz. addition) and its connectives across a sign language (French Belgian Sign Language) and a spoken language (French), both used in the same geographical area. The analysis examines the frequency and types of connectives that can express an additive relation, in order to contrast its “markedness” in the two languages, that is, whether addition is marked by dedicated connectives or by ambiguous, polyfunctional ones. Furthermore, we investigate the functions of the most frequent additive connective in each language (namely et and the sign SAME), starting from the observation that most connectives are highly polyfunctional. This analysis intends to show which functions are compatible with the meaning of addition in spoken and signed discourse. Despite a common core of shared discourse functions, the equivalence between et and SAME is only partial and relates to a difference in their semantics.;LANGUAGES IN CONTRAST
10.1075/lic.19006.cap;"Bert Cappelle; Vassil Mostrov; Fayssal Tayalati";Temperaments, tempers, and temporality: Constructions reveal how speakers of French  and English conceptualize human properties;2020;This study focuses on French and English abstract nouns denoting properties that can be ascribed to humans, such as beauty, carefulness and anger. Previous research showed that some but not all of these nouns are licensed in both locative existentials (e.g., There’s an intense anger in Isabella) and possessive existentials (e.g., Isabella has an intense anger). What remains unclear is how these and other patterns correlate among themselves depending on how easily they host such nouns. We here use speaker ratings of these nouns in different constructional environments. A principal component analysis suggests that the main dimension underlying native speakers’ ratings of these abstract nouns in six different patterns is temporal limitability. This gradable distinction, strongly correlated with the locative existential, holds for both the French and English data and outweighs any French-English contrastive differences in how acceptable human property nouns are considered to be in the patterns studied.;LANGUAGES IN CONTRAST
10.1075/lic.19013.van;Niek Van Wettere;The copular subschema [become/devenir + past participle] in English and French: Productivity and degrees of passivity;2020;This article presents a contrastive analysis of the English copular subschema [become + past participle] and the equivalent copular subschema [devenir + past participle] in French, based on web data. It is shown that both patterns are almost equally productive at the subject complement level. Furthermore, a more in-depth analysis demonstrates that, in the segment of participles with a high adjectival potential, devenir accumulates more participle tokens than become. Conversely, the reverse holds true for participles with a high verbal potential, in which case become is characterized by more participle tokens than devenir. This high amount of combinations between become and eventive participles also suggests a higher degree of passivity for become. However, in the segment of participles with an intermediate verbal potential, devenir is slightly more type frequent than become, which hints at an emerging productivity in this area for devenir as well.;LANGUAGES IN CONTRAST
10.1075/lic.19020.kou;Nikos Koutsoukos;Denominal verb formation in English and Modern Greek;2020;Cross-linguistically, there are different patterns for denominal verb formation and languages show preferences for certain patterns (cf. McIntyre, 2015). In this paper, I focus on denominal verb formation in English and Modern Greek. The analyzed data come from the TenTen corpora (Sketch Engine, Kilgariff et al., 2014). The first aim is to quantify the use of the patterns of denominal verb formations in both languages. The results of the analysis corroborate the findings of previous analyses, such as the strong preference for conversion for denominal verb formation in English and for suffixation in Modern Greek. However, the present paper aims to go a step further. The second aim is to discuss why English and Modern Greek show these preferences. I propose that the preferences can be explained if we correlate the parameters of inflectional marking, word order/configurationality, system of lexical category assignment and boundary permeability.;LANGUAGES IN CONTRAST
10.1075/lic.00014.int;"Sylviane Granger; Marie-Aude Lefer";Introduction: A two-pronged approach  to corpus-based crosslinguistic studies;2020;;LANGUAGES IN CONTRAST
10.1075/lic.00015.has;Hilde Hasselg?rd;Corpus-based contrastive studies: Beginnings, developments and directions;2020;This article outlines the beginnings of corpus-based contrastive studies with special reference to the development of parallel corpora that took place in Scandinavia in the early 1990s under the direction of Stig Johansson. It then discusses multilingual corpus types and methodological issues of their exploration, including the tertium comparationis for contrastive studies based on different types of corpora. Some glimpses are offered of recent developments and current trends in the field, including the widening scope of corpus-based contrastive analysis, concerning language pairs as well as the kinds of topics studied and the methods used. The paper ends by identifying and discussing some challenges for the field and indicating prospects and directions for its future.;LANGUAGES IN CONTRAST
